T,E
29.841029048536946,True
19.235401904818797,False
59.770381823177594,False
11.614955147622757,False
90.25117783086436,True
749.6275796691885,True
60.08754635652852,False
28.90093653801583,False
940.3119571600598,True
7.562715491070635,True
118.43077982868809,True
3332.728063243511,True
189.96405909716992,True
28.748819980693927,True
968.6265818546981,True
132.36990299355205,True
1724.1595593213137,False
863.6613559607827,False
90.27796976654776,True
1255.085346464945,False
31.49191408433294,True
395.97404501920346,False
31.553875226891016,False
23.49417857416158,True
2835.580085892919,False
32.44335789042166,False
68.30811672729322,False
784.4015939784244,True
563.4818707270822,True
9.446233244734277,False
1922.7808182783579,True
59.91405885500417,True
62.65252302254179,True
2873.564656452592,True
92.27109338068449,False
32.24084331897224,True
108.01963297929811,True
29.254330110587077,True
29.11795376102093,False
29.451671455076276,False
90.26881947451027,True
28.004874458768644,False
30.604829625414897,True
32.3277934123205,True
29.356775835380176,True
32.03583045556982,True
89.78256964723387,True
939.168113042314,False
28.176531862656383,True
779.7374927049406,False
1790.532566599261,True
62.9116808868676,True
124.69023672658149,True
31.083656652844866,True
321.81875983654834,True
630.9572160877894,True
546.6190209562415,True
1448.4932757561905,False
62.51850599512492,False
33.26108179770319,False
28.66521511656203,True
26.272571595435924,False
985.173969633019,False
28.203739924596107,True
59.44707290949923,True
28.779335379771336,True
28.476531912143205,False
1578.1807820425254,True
134.87705657574662,True
31.791180860200363,True
6.148491397051444,False
713.252244360728,False
32.448526681068124,True
292.18566047515384,False
28.447860580933813,True
31.083449679637425,False
60.392531627946596,False
34.63291506948891,False
1133.6848814282503,True
150.85439283775074,False
1165.802146751959,False
149.33432336684953,False
137.61665572925799,False
12.360765836853446,False
62.56919594899421,True
28.599563525000455,False
30.878614720804382,True
30.256164058955605,True
32.58487398134688,True
92.41886070807126,True
90.32316649505057,True
117.58145284743394,True
1505.272104330573,True
117.95063812205166,True
297.2437226653309,True
411.0172179139138,False
92.98261840927553,True
28.61012322745767,False
976.8910944289486,True
444.09767881525437,True
435.1334568028524,False
2185.538716775944,True
372.93793412356393,True
809.0525994475074,True
52.4805684653793,False
800.5115018621061,True
1626.9182950270283,True
334.5397209108936,True
191.72313322161602,False
98.41733242800848,False
170.71687083039504,True
347.24774266805576,True
613.5903439941773,True
148.7450018496149,True
751.9941409779703,False
986.0587681768271,False
92.46900018182961,True
899.8886517260548,False
438.58489665719594,True
1116.851336057323,False
600.1230069922237,False
31.53305894584185,True
247.64864373987712,True
63.73124272268049,False
200.66930366822132,True
91.60840476518082,True
398.4399528344566,False
353.4874568524641,True
69.41325701154008,True
28.604879206858385,True
57.74457683977354,False
30.179114649562056,True
612.2629088420713,True
29.598545259676143,False
1716.3073628600605,False
553.2975424063993,False
149.74021056541386,True
32.995768058233864,False
1531.8749250403612,False
30.850209468589245,True
408.59544859893833,False
26.342719300027817,True
31.407225170072337,True
1475.104985532452,False
324.6811205957641,True
3439.2539275618897,False
299.41022594033996,False
492.37939307282824,False
68.90948474992942,False
119.21576326706419,False
6.973700888175082,True
2620.950555436224,True
91.53103890845695,True
107.1048385373958,True
28.810902324699335,False
2314.031840246363,False
310.92247499987053,False
31.479650900809762,False
55.51699371762213,True
31.80984893634224,True
184.6382429008999,False
62.73723025264546,False
148.99696447484754,True
887.1754712264874,False
196.83584772530287,False
427.3433658323352,True
2753.458893722906,False
136.8188291980203,False
28.914079234806046,True
698.9645986024577,False
31.27141394777689,True
203.65377347085428,True
4.3327531995502895,False
30.945513210097637,False
5.48598042955233,False
374.8720133788329,False
540.0857518113667,False
123.99368163008103,True
89.01356025997872,True
394.9495191633853,False
19.691647524455064,True
406.3154132069972,True
117.8643087504223,True
98.8964857892037,True
807.249143085234,True
62.91264939120062,False
62.15176496678456,True
1010.0544599395618,True
29.27456309505731,True
149.7806931036858,True
58.39244204449046,True
91.26084295206968,False
215.37902953868826,True
117.61039116455274,False
30.963267622746113,True
720.6964302218174,True
820.7373314284807,False
32.61440736362276,True
32.63141230087092,False
30.33259470392027,False
39.19473321798825,True
110.99148026040444,False
58.06040004870006,False
118.16394218698878,False
31.842571486053703,False
9.81985328633289,True
961.8136831461086,True
1266.906464552719,False
104.6645963515516,False
31.56097185290679,False
22.891483083489213,True
62.654741730532855,True
473.20561583972545,True
214.0201444103429,False
89.14198374251086,False
227.0120987897212,True
28.394427870489288,True
90.18054211586873,True
28.125216814654294,True
148.45968716703987,True
90.31923660257821,False
2255.8268923255496,True
1034.5646510893637,False
807.3097356075709,False
1603.7547845528545,True
221.07153302891612,True
2579.439437559638,False
2120.36741794898,True
31.741587158659435,True
954.4627824750396,False
164.69950412509678,True
80.5857391221066,True
21.10083461777976,True
1443.6234220514696,False
29.35193579570192,False
28.057468171915048,True
475.608396204843,True
546.0978176792827,False
325.02953557491423,True
1523.756442095222,False
83.25369404969273,True
578.009245369848,False
117.20207542263891,False
148.07961345815087,False
1442.365278811541,False
30.04194179371582,True
62.058705255388396,True
152.1760722280506,False
92.7553241468895,True
708.0482318892845,False
1589.5230520829907,True
28.30004886483892,False
4.0334080221294455,True
31.29405377561044,True
69.69065182112232,False
318.05648668862693,False
30.863486847323664,False
564.3355035425941,False
461.4719596585432,False
206.9450092564257,False
577.1772100859705,False
29.58126542033427,True
411.36520324609796,False
30.61422366319469,False
30.739898103811264,True
567.4935756621824,True
552.8358610187217,True
1279.4962673555715,True
136.53941076654567,False
3004.237457384779,True
1368.1628130176025,False
888.9815815512031,True
263.0927298567659,True
29.705600321910495,False
30.35605178208393,False
1172.5931676975956,False
722.3793437608534,True
31.06223145545288,False
137.16435632122347,True
618.9273476964263,False
32.483821236366126,False
92.97109909422593,False
999.3681457682009,False
1064.974913558552,True
2024.1524949005654,True
30.23847631335697,False
120.3732926595238,False
918.9182128620814,True
21.67766105026386,True
1142.7172242016482,True
28.10585581514121,True
28.82897217198856,True
224.83813125328362,False
1536.610029958752,True
40.19400438633373,True
137.49558447697635,False
119.45279116390394,True
89.65293313475654,False
22.80547689325,False
30.225926612870442,False
29.64766826576005,True
2012.3934733233766,False
691.9190935881635,True
2641.8490781192495,True
120.93508211429646,True
471.79022870163607,True
1878.9695654948487,True
841.4385065807377,False
89.98306323748685,True
1324.9297400828257,False
30.549343764260627,False
118.55800666900193,True
364.66792957445966,True
16.028133868158253,False
92.08787766755677,True
60.81710712791432,True
1107.9693656975833,True
91.26869648777769,True
151.67408840766043,True
99.97909899040584,True
130.39806533010642,False
632.7292347458686,True
59.30757384344846,False
1146.0653830081133,False
123.21193144570329,True
2440.873673052241,True
134.88843933216654,True
89.00594326137373,True
30.49414205531244,False
777.9221651731206,False
32.75220921140697,True
1573.8246629917016,True
224.1613955325626,True
2212.5401949274897,False
82.22304885844079,False
60.803213249014576,True
61.76239675895975,True
151.9396293649489,True
371.7817178852579,True
28.66973437826407,True
673.5701368830452,True
29.32597176797941,False
117.68361132347992,True
62.74323617326399,False
29.46178317327272,True
32.99882083217404,False
29.892012840414687,True
19.944767935656046,False
196.18937426434042,True
118.23669659679354,False
28.935682041541657,True
59.66881966129494,False
58.68122167985428,False
15.8390892904974,True
31.30092240174752,True
577.906820807727,False
28.818857058314034,True
31.955096429871283,True
28.97844136620908,True
243.35511591410196,False
26.851689753428396,False
525.9797495490236,True
28.4471811942955,True
114.13881367401355,False
28.241445531662013,False
572.24756757932,True
1424.8077314904915,False
120.14160851696685,True
59.256476556582484,True
90.68972192978461,False
61.3252838845291,True
4.838887222005952,True
30.81479330679898,True
719.9172763459198,True
28.084540871302668,False
162.95076478471904,True
702.2811957843027,False
28.72950638900236,False
59.53593473758157,True
150.7715656973741,False
117.7306047351688,True
315.16014401213215,False
281.7273857299291,True
31.836397249681724,False
118.2649748426501,True
5.691191042718932,False
28.846650534905713,True
120.69162565766668,True
4170.897282127189,True
97.02521812885931,True
89.8265148822239,False
59.32693539186718,True
29.61096518616431,False
344.63551743301497,True
58.14259414422845,False
98.20005818653888,True
1972.031709360136,False
43.24247130262344,False
58.647566886556476,True
351.5113158685246,True
32.88596637499176,False
28.242030492671127,True
28.9219286350609,False
543.7000112789897,True
28.051816000964294,True
599.9601621194172,False
68.07142025136505,False
31.969472418115362,False
49.25939110205156,True
228.2158546120038,False
81.36621199908447,False
1751.4157821884858,False
337.0690978946528,True
118.68044033970799,True
38.73827923959679,False
109.80160663928098,False
308.6182893917726,True
3611.4515210696854,False
389.3866130830857,True
31.31768076552471,False
413.22469701645366,True
92.01871389020319,True
47.8339720771014,True
96.06092530209062,False
61.31549067915408,True
3791.8267904325594,True
8.709596570957293,False
60.537525988503056,False
1617.9385528253256,False
296.4221815252353,False
60.666727864895684,True
74.42659186990136,False
32.627433413606234,True
31.471563405179968,True
1983.9934316828385,True
60.21878389190786,True
29.94530279252027,True
29.318426058774577,True
117.1545727474523,False
587.1825334607802,False
60.178663301306635,True
250.8645256148131,False
561.1471250071182,True
762.577059285565,True
17.957897343591224,False
6.728785195358067,False
32.77384682885445,True
766.2901877053558,True
353.5694827602467,False
54.55139060367998,True
18.82914476162354,False
8.944536049832113,False
29.511540343725088,True
1017.3462657463184,False
117.87984447366455,False
44.26129627721977,True
55.9583159602013,True
28.976656418092414,False
11.328183265798332,False
876.2667042431026,True
32.491094349836146,True
1024.108816353904,True
30.92860278910428,False
46.31934517656243,False
31.397693618807427,True
973.7210988232857,True
1409.678884347155,True
1135.4198001777113,False
412.328032894075,False
30.642877173560162,True
118.09236377087237,False
62.315858335145585,True
58.4251236758209,True
28.084818958634898,False
62.099072565182944,False
1848.79521371316,False
118.83339499129077,True
74.03415084041526,True
28.903294982765026,True
121.74639536021999,False
1312.068642385296,False
0.9421719144598579,True
59.077649812339764,False
1248.318129664553,False
29.37883405877664,False
58.81012647494916,False
29.082394632452235,False
1498.4558416611105,True
3588.9674786956766,False
59.60180548914225,True
189.7660391089659,False
266.0329739065698,False
1035.5454542735492,False
29.14045466507694,False
413.42441801169105,False
243.33058679650773,True
30.437873335061326,True
34.499688565972164,True
19.502975948772832,True
265.0130238821961,False
