T,E
61.11966889512959,True
28.29329131957169,False
1055.4294587444056,False
18.969402299134416,True
734.9852146798564,False
44.26506154972145,True
919.5456822703437,True
3440.925290396631,False
428.2962736896216,False
121.89920238809441,True
148.46262644188414,True
30.413815992327375,False
28.24137339053798,False
130.05101503483996,True
111.53800161826473,True
117.13663798118831,True
327.73436911404724,False
764.4913033092399,True
1571.0736082743972,False
58.8603584298655,True
31.204285972912732,True
243.485146280934,False
657.7485148942856,False
117.00315087851209,True
62.893549568610005,False
28.489108578033807,True
1297.7507837326834,True
1119.527415558363,True
37.3210915412213,False
118.11581420262728,False
1045.7593514205741,True
1498.6271717617792,True
954.3250211214369,False
60.31065246514634,False
29.716172491131115,True
2434.1346942788055,False
2476.8086244536184,False
24.658993373469247,True
148.2962451139875,False
30.92719506173756,False
90.174395739397,True
1444.8652472936105,False
29.647461408122563,False
1836.4653803310448,True
80.68055192086933,False
898.3186532188165,True
59.605455881326044,False
169.22163131928303,True
155.16043809382626,True
46.92797669890706,False
303.08633181153664,False
29.17983130116863,False
507.4390777580862,False
976.2834150880803,False
92.37173022557359,True
370.5876080948349,False
416.1115572690018,False
87.77911739916968,False
62.71743482104752,True
29.665870232954926,False
1711.6625026224694,True
85.5262468389674,True
542.8457977270848,False
2949.634432553643,True
59.418322882519654,True
44.61096328343211,True
289.7455347695958,True
1511.314249463554,False
108.1154716498452,False
28.867658734728714,True
1430.260935047219,False
32.669749967965416,True
279.25598464609425,False
58.608210436434945,True
29.338885138543116,False
58.96264000839855,True
101.22754723188585,True
467.98766400031354,True
36.52260340732223,False
59.686200311664244,False
60.286351473089496,True
416.58336138373744,True
725.8156836463281,False
399.32367075830905,True
71.59672383127632,True
61.70804131902698,False
1044.3038064115094,False
58.59350819088008,True
148.10937267372168,True
216.5759596972818,True
599.832298961752,False
570.1460144895366,False
138.69524095964084,True
29.787231529712752,False
89.73310383086215,False
29.554489999111265,True
29.885240373485974,False
1255.309126156514,False
62.819605291946026,False
392.6263249369914,True
430.95006395476145,True
89.70230621900212,True
151.91749426669588,True
118.86843358899235,True
653.4232710276237,False
148.66168855206868,True
420.3146425950929,True
990.0178744068562,False
150.20185192674887,False
14.920712106839686,True
32.68014503113899,True
662.9662314333631,False
109.69746783359562,False
396.3596252607747,False
3.941616149862312,True
1529.0755965091482,False
30.968805547249655,False
823.9982956979987,True
152.36040880838982,True
1027.514392352339,False
84.41768835473033,False
1769.3235086469174,False
54.15079694647002,False
117.0275071220785,True
58.63761236337845,False
1215.0623789368929,False
1342.8077709491602,False
847.9053073567708,True
151.63490737751766,False
28.442674106099155,False
62.96905373169369,False
832.2697316928865,True
158.59767082446584,False
32.01605361636607,True
12.528921508896378,True
1208.2107645503231,False
30.198025300569043,True
32.367256759847564,False
120.41669256947975,True
883.5795744661547,True
1510.2134823652348,False
28.527834546473557,False
96.76504895706152,True
32.53788398223247,True
234.7037377275002,True
818.6046952905523,False
37.585076175187645,True
28.50956149612961,False
88.25778342901312,False
30.142249100054542,False
31.9932661480591,True
78.8661049088623,False
24.66880306990277,True
31.92310079771387,True
446.67446132318884,True
1041.4740395315898,False
607.3614795540494,True
18.797160460515517,False
29.102806548834746,False
62.38048649489862,True
748.5816993516154,True
19.18908837467661,False
59.359475485280115,True
32.634681689502834,True
2328.560162658755,True
61.61119127629763,True
251.2933642747838,False
768.4751465161995,True
559.2679693370118,True
478.4524296528603,False
932.5276159685712,False
28.259624474306207,True
1094.0336762163138,True
89.94443900625802,True
89.99119169179922,True
118.8174579047762,False
3142.7117242532872,False
279.2419109391353,True
29.631012484859028,True
58.360934886899095,False
744.8747267225775,True
91.56365527531739,False
58.706788994725585,False
58.11500626943964,False
1096.711539503755,True
303.382344200779,False
152.150484017376,True
30.205270073817935,True
395.2834667350893,True
25.17730686439135,True
199.30746408965473,True
32.48079118452889,True
1783.4807896664172,False
550.75243776232,False
1036.850309701936,True
28.173725433171327,False
30.35108922428749,True
341.58814380206184,False
30.4204689802693,True
42.76135494936754,False
30.746685093154973,False
62.31299956563369,False
929.48969837861,False
30.24226616564645,True
92.57196170786402,False
149.72649235205225,True
1216.7341006411941,True
32.168929116639596,True
150.22559993479405,False
28.1546936086836,True
121.95601690482053,False
359.607185995672,True
101.88908192658506,False
48.19736441240593,False
92.99338426560819,False
28.60157871238954,False
851.7521401012998,True
25.837959750287872,False
28.574893907710713,False
339.01543408915404,False
118.01968594778633,True
29.046087606815526,True
